cid,acname,smiles,pIC50
146297417,IC50,COC[C@@H](C(=O)O)NCC1=CC(=C(N=C1OC)O[C@H]2CCC3=C(C=CC=C23)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@H]6CCC(=O)N6)OC)Cl)C(F)(F)F,10.19382003
146297399,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C4CC[C@@H](C4=CC=C3)OC5=C(C=C(C(=N5)OC)CN6C7CCC6(CC7)C(=O)O)C(F)(F)F)CN8CC9(C8)CCC(=O)N9,10.19382003
146297198,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C4CC[C@@H](C4=CC=C3)OC5=C(C=C(C(=N5)OC)CNC6(CC(C6)F)C(=O)O)C(F)(F)F)CNC[C@@H]7CCC(=O)N7,10.19382003
146297404,IC50,CC1=CC(=C(N=C1O[C@H]2CCC3=C(C=CC=C23)C4=C(C(=CC=C4)C5=NC(=C(C(=C5)C)CNC[C@@H]6CCC(=O)N6)OC)Cl)OC)CNC(C)(C)C(=O)O,10.19382003
135148438,IC50,CC1=C(C=CC=C1C2=NC3=C(O2)C(=CC(=C3)CN4CC[C@H](C4)C(=O)O)Cl)C5=C(C(=CC=C5)C6=NC7=C(S6)C(N(CC7)C)(C)C)C,5.522878745
139338494,IC50,CC1=C(C=CC=C1C2=NC3=CC(=CC(=C3O2)C#N)CN4CCC[C@H]4C(=O)O)C5=C(C(=CC=C5)NC6=NC=CC7=CC(=CN=C76)CN8CC[C@@H](C8)O)Cl,5.522878745
155926662,IC50,CC1=C(C=CC=C1C2=NC3=CC(=CC(=C3O2)C#N)CN4CC[C@H](C4)C(=O)NCCO)C5=C(C(=CC=C5)C6=NC7=C(S6)CCN(C7)C(C)C)C,5.522878745
135145828,IC50,CC1=C(C=CC=C1NC2=NC=CC3=CC(=CN=C32)CN4CC[C@@H](C4)C(=O)O)C5=C(C(=CC=C5)NC6=NC=CC7=CC(=CN=C76)CN8CC[C@H](C8)O)C,9.259637311
138488036,IC50,C1COC2=C(O1)C=CC(=C2)C3=CC=CC(=C3Br)COC4=C(C=C(C(=C4)OCC5=CC(=CC=C5)C#N)CNCCO)Cl,6.571865206
132183780,IC50,C1=CC=C(C=C1)C2=CC=CC(=C2Br)COC3=C(C=C(C(=C3)OCC(=O)N)CN[C@@H](CO)C(=O)O)Cl,6.505845406
132183585,IC50,CN(C(=O)COC1=CC(=C(C=C1CN[C@@H](CO)C(=O)O)Cl)OCC2=C(C(=CC=C2)C3=CC=CC=C3)Br)OC,6.718966633
132183434,IC50,C1CC1COC2=CC(=C(C=C2CN[C@@H](CCCNC(=O)N)C(=O)O)Cl)OCC3=C(C(=CC=C3)C4=CC=CC=C4)Br,5.850780887
132183586,IC50,C1COCCN1C(=O)COC2=CC(=C(C=C2CN[C@@H](CO)C(=O)O)Cl)OCC3=C(C(=CC=C3)C4=CC=CC=C4)Br,7.384049948
132183788,IC50,CC(=O)NCCNCC1=CC(=C(C=C1OC)OCC2=C(C(=CC=C2)C3=CC=CC=C3)Br)Cl,6.135488919
132183439,IC50,CC(=O)NCCNCC1=CC(=C(C=C1OCC#C)OCC2=C(C(=CC=C2)C3=CC=CC=C3)Br)Cl,5.744727495
132183792,IC50,C1CC1COC2=CC(=C(C=C2CN[C@@H](CO)C(=O)O)Cl)OCC3=C(C(=CC=C3)C4=CC=CC=C4)Br,7.379863945
132183583,IC50,CC(=O)NCCNCC1=CC(=C(C=C1OCC=C)OCC2=C(C(=CC=C2)C3=CC=CC=C3)Br)Cl,6.899629455
132183442,IC50,C1COC2=C(O1)C=CC(=C2)C3=CC=CC(=C3Br)COC4=C(C=C(C(=C4)OCC(=O)N)CN5C[C@H](C[C@H]5C(=O)O)O)Cl,6.739928612
132183431,IC50,C1CCN([C@@H](C1)C(=O)O)CC2=CC(=C(C=C2OCC(=O)NO)OCC3=C(C(=CC=C3)C4=CC=CC=C4)Br)Cl,6.73754891
132183427,IC50,CN(C)C(=O)COC1=CC(=C(C=C1CNC(CO)C(=O)O)Cl)OCC2=C(C(=CC=C2)C3=CC=CC=C3)Br,7.37161107
132183784,IC50,CC(=CCOC1=CC(=C(C=C1CNC(CO)C(=O)O)Cl)OCC2=C(C(=CC=C2)C3=CC=CC=C3)Br)C,7.739928612
132183429,IC50,C1CC1COC2=CC(=C(C=C2CN[C@@H](CO)C(=O)N)Cl)OCC3=C(C(=CC=C3)C4=CC=CC=C4)Br,7.088309841
132183436,IC50,C1CC1COC2=CC(=C(C=C2CN3C[C@H](C[C@H]3C(=O)O)O)Cl)OCC4=C(C(=CC=C4)C5=CC6=C(C=C5)OCCO6)Br,7.392544977
146206924,IC50,C[C@H](CNC(=O)C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)C(=O)NC[C@@H](C)N)OC)Cl)OC)N,5.951558196
146207098,IC50,COC1=C(C=CC(=N1)C2=C(C(=CC=C2)C3=C(C=CC(=C3Cl)C4=NC(=C(C=C4)C5=NCCN5)OC)F)Cl)C6=NCCN6,7.026872146
146206857,IC50,COC1=C(C=CC(=C1)C2=C(C(=CC=C2)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)Cl)CCCN,5.664742744
146206977,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=C(C=C3)F)C4=NC(=C(C=C4)CNCCO)OC)F)CNCCO,5.841637508
146206740,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)CNCC(=O)O,6.91721463
146206875,IC50,COC1=NC(=C(C=C1CNC[C@@H]2CCC(=O)N2)Cl)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=C(C=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl)Cl,5.018951941
146207141,IC50,C1CC(=O)N[C@@H]1CNCC2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@H]6CCC(=O)N6)OCC#N)Cl)OCC#N,6.525783736
146206781,IC50,C[C@](CO)(C(=O)O)NCC1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN[C@@](C)(CO)C(=O)O)OC)Cl)OC,6.411168274
146206989,IC50,C1CC(=O)N[C@@H]1CNCC2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@H]6CCC(=O)N6)C(F)(F)F)Cl)C(F)(F)F,5.543937776
146206799,IC50,C[C@@H](C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@H](C)NC[C@@H]5CCC(=O)N5)OC)Cl)OC)NC[C@@H]6CCC(=O)N6,5.836838625
146206900,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=CC=CC(=C3Cl)C4=CC=C(C=C4)OCCNC[C@@H]5CCC(=O)N5)CNC[C@@H]6CCC(=O)N6,6.08249449
146207018,IC50,CC1=C(C=CC=C1C2=C(C(=CC=C2)C3=NC(=C(C=C3)CN[C@@H]4CCC[C@@H]4O)OC)C)C5=CC=C(C=C5)CN[C@@H]6CCC[C@@H]6O,5.099687503
146206590,IC50,COC1=C(C=CC(=N1)C2=C(C(=CC=C2)C3=C(C=CC(=C3Cl)C4=NC(=C(C=C4)CNCCO)OC)F)C#N)CNCCO,5.914352712
146206620,IC50,C[C@@H](C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC[C@H](C5)O)OC)Cl)OC)N,6.437707136
146206637,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Br)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCO)OC)Br)CNCCO,6.872895202
146206844,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCC5=CC(=CN=C5)O)OC)Cl)CNCCC6=CC(=CN=C6)O,5.509760515
146206818,IC50,COC1=C(C=CC=C1C2=NC(=C(C=C2)CNC[C@@H]3CCC(=O)N3)OC)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@H]6CCC(=O)N6)OC)F,6.59345982
146206913,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC5CN(C5)C6=NC=CC=N6)OC)Cl)CNC7CN(C7)C8=NC=CC=N8,5.400881435
146250741,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CN(C6)C=O)OC)Cl)CN7CC8(C7)CN(C8)C=O,7.031517051
146250579,IC50,CC(C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)OC)N6CC7(C6)CN(C7)C(=O)C,6.444905551
146207001,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CCC6(CC5)CC(=O)N6)OC)Cl)CN7CCC8(CC7)CC(=O)N8,6.097997109
146207041,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=CC=CC(=C3Cl)C4=CC(=C(C=C4)CN)CO)CNC[C@@H]5CCC(=O)N5,6.187755303
146206807,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@H](CC=C)N)OC)Cl)[C@H](CC=C)N,5.00590291
146206742,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)CNCCCC(=O)O,7.13076828
146250580,IC50,CC(=O)N1CCC12CN(C2)CC3=C(N=C(C=C3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=NC(=C(C=C6)CN7CC8(C7)CCN8C(=O)C)OC)Cl)OC,6.621602099
146207046,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=CC=CC(=C3Cl)C4=CC(=C(C=C4)CN)CO)CN5CC6(C5)CCC(=O)N6,6.145693958
146206918,IC50,C[C@@H](C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@H](C)NCCO)OC)Cl)OC)NCCO,6.427128398
146250589,IC50,COC1=C(C=CC(=C1)CNCCO)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCO)OC)Cl,6.037157319
146206619,IC50,C[C@]1(CCC(=O)N1)CNCC2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@]6(CCC(=O)N6)C)OC)Cl)OC,6.490797478
146206790,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC[C@H](C5)C(=O)O)OC)Cl)CNC[C@@H]6CCC(=O)N6,7.036212173
146250656,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCN6)OC)Cl)CN7CC8(C7)CCN8,6.101823517
146206803,IC50,C[C@H](C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)OC)NC[C@@H]6CCC(=O)N6,6.557520231
146207008,IC50,CC(=O)N1CCN(CC1)CC2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CN6CCN(CC6)C(=O)C)OC)Cl)OC,5.855425792
146207114,IC50,CC1=CC(=NC(=C1CNCCO)Cl)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCO)OC)Cl,6.815308569
146206845,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2OC(F)F)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)CNC[C@@H]6CCC(=O)N6,6.200659451
146250587,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCNC6)OC)Cl)CN7CC8(C7)CCNC8,6.469800302
146206867,IC50,CC1=CC(=NC(=C1CN2CC3(C2)CCC(=O)N3)Cl)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=NC(=C(C(=C6)C)CN7CC8(C7)CCC(=O)N8)Cl)Cl,5.385524634
146207099,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCNC(=O)N)OC)Cl)CNCCNC(=O)N,6.226945307
146206829,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=CC=CC(=C3Cl)C4=CC(=C(C=C4)CNCCO)F)CNCCO,6.444905551
146206888,IC50,CC(C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@H]5CCC(=O)N5)OC)Cl)OC)N6CC7(C6)CCC(=O)N7,6.318758763
146206984,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Br)C3=C(C(=NC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CC(=O)NC6)OC)F)CN7CC8(C7)CC(=O)NC8,5.087034379
146206804,IC50,CC1=C(C=CC=C1C2=NC(=C(C=C2)C3=NCCN3)OC)C4=C(C(=CC=C4)C5=NC(=C(C=C5)C6=NCCN6)OC)C,6.793174124
146207014,IC50,CC1=C(C=CC=C1C2=C(C(=CC=C2)C3=NC(=C(C=C3)CNCCO)OC)F)C4=CC=C(C=C4)CNCCO,5.552531869
146206881,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CCC6=C(C5)C=NN6)OC)Cl)CN7CCC8=C(C7)C=NN8,5.600499339
146206892,IC50,COC1=C(C=CC(=C1)C2=C(C(=CC=C2)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)Cl)OCCN7C[C@H](C[C@H]7C(=O)O)O,7.075720714
146206641,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Br)C3=C(C(=CC=C3)C4=NC(=C(C=C4)C5=NCCN5)OC)Br)C6=NCCN6,7.193820026
146206912,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CC(=O)NC6)OC)Cl)CN7CC8(C7)CCC(=O)N8,6.651695137
146206798,IC50,C1CN=C(N1)C2=CN=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC=C(C=C5)C6=NCCN6)Cl,6.076238039
146250577,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CNC(=O)N6)OC)Cl)CN7CC8(C7)CNC(=O)N8,6.289882635
146206861,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)CNCC[C@@H]7CCC(=O)N7,6.787812396
146206931,IC50,C[C@H](CN)NC(=O)C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)C(=O)N[C@H](C)CN)OC)Cl)OC,5.200452693
146206936,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=CC=CC(=C3Cl)C4=CC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)F)CNC[C@@H]6CCC(=O)N6,6.853871964
146207005,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCC(F)(F)F)OC)Cl)CNC[C@@H]5CCC(=O)N5,5.42181939
146207122,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)C5=NCCN5)OC)Cl)CN6CC7(C6)CCC(=O)N7,6.821023053
146207138,IC50,COC1=C(C=CC(=N1)C2=C(C(=CC(=C2)F)C3=CC(=CC(=C3Cl)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)F)Cl)CNC[C@@H]6CCC(=O)N6,6.412289035
146206910,IC50,C[C@H](C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@H](C)NCCO)OC)Cl)OC)NCCO,5.236048174
146206830,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=CC=CC(=C3Cl)C4=CC(=C(C=C4)CNCCO)Cl)CNCCO,5.980053318
146206974,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=C(C=C3)F)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)F)CNC[C@@H]6CCC(=O)N6,6.036684489
146206878,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2F)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@H](CC(=O)O)O)OC)Br)CNC[C@H](CC(=O)O)O,6.747146969
146206591,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC(C5)F)OC)Cl)CN6CC(C6)F,5.055122694
146206776,IC50,C1CC(=O)N[C@@H]1CNCC2=CN=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC=C(C=C5)CNC[C@@H]6CCC(=O)N6)Cl,6.122053048
146206827,IC50,COC1=C(C=CC(=C1)CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@H]6CCC(=O)N6)OC)Cl,6.15490196
146206921,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)C(=O)NCCN)OC)Cl)C(=O)NCCN,5.888401475
146206631,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@H](CO)N)OC)Cl)[C@H](CO)N,6.022276395
146198731,IC50,COC1=C(C=CC(=C1)C2=C(C(=CC=C2)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)Cl)NC6=NCCN6,6.407823243
146207136,IC50,CC1=CC(=NC(=C1CNC[C@@H]2CCC(=O)N2)Cl)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC[C@@H]6CCC(=O)N6)OC)Cl,6.474955193
146206764,IC50,CC(C)OC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC(C)C)Cl)CN7CC8(C7)CCC(=O)N8,5.039386542
146250575,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=C(C=C3)F)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)CNC[C@@H]6CCC(=O)N6,6.14327111
146206771,IC50,CC1(CNC1)NCC2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)CNC6(CNC6)C)OC)Cl)OC,5.937042166
146206999,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC[C@@H]6CNC(=O)[C@@H]6C5)OC)Cl)CN7CC[C@@H]8CNC(=O)[C@@H]8C7,6.187086643
146207060,IC50,C[C@H](CNCC1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H](C)O)OC)Cl)OC)O,6.527243551
146250574,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN[C@H]5CNC5=O)OC)Cl)CN[C@H]6CNC6=O,6.26760624
146207006,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)CNC[C@@H]6CCC(=O)N6,6.245651664
146207092,IC50,CCNCC1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCC)OC)Cl)OC,6.389339837
146206636,IC50,C[C@@H](C1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)OC)N,6.847711656
146206833,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC[C@H]6CC(=O)N[C@H]6C5)OC)Cl)CN7CC[C@@H]8CC(=O)N[C@@H]8C7,6.273272791
146206589,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Br)C3=C(C(=NC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)F)CN7CC8(C7)CCC(=O)N8,5.486516043
166595693,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@@H](C5CCCN5)O)OC)Cl)[C@@H]([C@@H]6CCCN6)O,5.048905443
146207034,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN[C@H]5CC(=O)NC5)OC)Cl)CN[C@H]6CC(=O)NC6,6.49757288
146206873,IC50,C[C@H](CO)NCC1=C(N=C(C=C1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN[C@H](C)CO)OC)Cl)OC,6.450996738
146206915,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)CNCCO,6.882728704
146206797,IC50,C1=CC(=C(C(=C1)C2=NC(=C(C=C2)CNC[C@H](CC(=O)O)O)F)Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@H](CC(=O)O)O)F)Cl,5.703115524
146206573,IC50,C1CN=C(N1)C2=C(N=C(C=C2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=NC(=C(C=C5)C6=NCCN6)OCCCC#N)Cl)OCCCC#N,7.193820026
146250631,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCOC(=O)N)OC)Cl)CNCCOC(=O)N,6.427128398
146207017,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCO)OC)Cl)CNCCO,6.630784143
146206970,IC50,CNCCNS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=C(C(=CC=C3)C4=NC(=C(C=C4)C5=NCCN5)OC)Cl)Cl,6.390405591
146206660,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5C6CCC5CNC(=O)C6)OC)Cl)CN7CC8(C7)CCC(=O)N8,6.847711656
146206643,IC50,COC1=CC(=C(C=C1CNCCO)F)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNCCO)OC)Cl,6.095284455
146207016,IC50,CC1=C(C=CC=C1C2=C(C(=CC=C2)C3=NC(=C(C=C3)CNCCO)OC)Cl)C4=CC=C(C=C4)CNCCO,5.84863015
146207003,IC50,CC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)CNC[C@@H]6CCC(=O)N6,6.73754891
146207115,IC50,CC1=CC(=NC(=C1CN2CC3(C2)CCC(=O)N3)Cl)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=NC(=C(C=C6)CN7CC8(C7)CCC(=O)N8)OC)Cl,6.35261703
146206632,IC50,COC1=C(C=CC(=N1)C2=C(C(=CC=C2)C3=C(C=CC(=C3Cl)C4=NC(=C(C=C4)CN)OC)F)F)CN,5.86518563
146206664,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCNC6=O)OC)Cl)CN7CC8(C7)CCNC8=O,6.628932138
146207126,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC[C@H](C5)C(=O)O)OC)Cl)CN6CC[C@H](C6)C(=O)O,6.863279433
146206749,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CCC(=O)N6)OC)Cl)CNC[C@H](CC(=O)O)O,6.754487332
146206982,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2SC)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)CNC[C@@H]6CCC(=O)N6,6.896196279
146250644,IC50,COC1=C(C=C(C=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=CC(=C(N=C4)OC)CNC[C@@H]5CCC(=O)N5)Cl)CNC[C@@H]6CCC(=O)N6,5.943476276
166595861,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)[C@H](CCCN)N)OC)Cl)C5CCCN5,6.00656377
146206911,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2Cl)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CN5CC6(C5)CC(=O)NC6)OC)Cl)CNC[C@@H]7CCC(=O)N7,6.93930216
146206971,IC50,CNCCNS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Cl)Cl,6.305394801
146250585,IC50,CC(=O)N1CC2(C1)CN(C2)CC3=C(N=C(C=C3)C4=CC=CC(=C4Cl)C5=C(C(=CC=C5)C6=NC(=C(C=C6)CN7CC8(C7)CN(C8)C(=O)C)OC)Cl)OC,6.643974143
146250678,IC50,CC(=O)N1CC2(C1)CN(C2)CC3=C(C=C(C=C3)C4=C(C(=CC=C4)C5=C(C(=CC=C5)C6=NC(=C(C=C6)CNC[C@@H]7CCC(=O)N7)OC)Cl)Cl)CO,6.441291429
146206870,IC50,COC1=C(C=CC(=N1)C2=CC=CC(=C2F)C3=C(C(=CC=C3)C4=NC(=C(C=C4)CNC[C@@H]5CCC(=O)N5)OC)Br)CNC[C@@H]6CCC(=O)N6,6.4867824
